"username","rating","helpful","total","date","title","review"
"Two kiwis","Null","0","0","23 June 2001"," ""Just as good the fifteenth time as it is the first""
","Irony high and irony low.<br/><br/>Low irony: the soporific songs and singing, combined with a schmaltzy storyline, guaranteed failure for every theater release and re-release. ""Just as good the fifteenth time as it is the first."" Of course, the film has had outstanding success on television. Television success: Bravo!<br/><br/>High irony: the didactic Message that ""there's no place like home"" takes more time to deliver on the bonus material of the DVD edition than the movie itself. Of course this Message, like all ""Messages to wayward children"", is beyond any child's care or understanding. This is not a film for children but, rather, a film for the ""child inside every one of us."" One might as well subject that inside-child to numerous viewings (""Just as good the fifteenth time as it is the first"") in a vain attempt to convey the Message. No actual child would willingly submit to such torture."
"chicco63","Null","0","0","11 June 2001"," ancestral souvenir
","One of the most terrifying witches on the screen ! I was keeping Riccardo (my 4 y/o pearl) close to me when her green face appeared: no problem for him, he kept my hand to protect me ! What a fear 30 years later the first time !"
"Mike Sh.","Null","0","0","10 May 2001"," Starring vehicle for Margaret Hamilton
","There's almost no point in writing about this movie, since it is so familiar.  Like almost everyone else in the known universe, I saw this movie about 77 times as a child, and was terrified by the winged monkeys.  I also noticed the surfeit of Boston-born actors, complete with Boston accents (notably, Ray Bolger and Jack Haley).  And when I grew up, I actually tried watching this movie with the sound turned down and Pink Floyd's ""Dark Side of the Moon"" playing on the stereo.  (Don't bother, by the way; it's no big deal.)<br/><br/>But what I remember today is the performance of that beloved character actress, Margaret Hamilton, as the Wicked Witch of the West, a role with which she would be identified for the rest of her days.  This is perhaps unfortunate, as it overshadowed a notable career in which she played prudish spinsters, nosy neighbors, gossipy biddies, and the like.  She was to W. C. Fields what Margaret Dumont was to the Marx Brothers.  In later years, she became famous (and much beloved) as a small-town innkeeper named Cora in a series of Maxwell House Coffee commercials.<br/><br/>I hope it's not too indecent to admit this, but I had something of a crush on her when I was younger.  The old-fashioned clothes, the tight, disapproving face, the whole schoolmarm gestalt - I don't know, it just did something for me.  As you can imagine, when I have occasion to share this opinion with my friends, looks of stark terror flash across their faces as they back away from me, ever so slowly.<br/><br/>I guess there's just no accounting for taste."
"David, Film Freak","Null","0","0","18 April 2001"," Bright, kid musical
","Probably one of the first movies I ever saw in my life, 'The Wizard Of Oz' is a wonderful family film about plucky heroine, Dorothy Gale who bangs her head during a tornado.<br/><br/>She enters the land of Oz, where she greets a brain-less Scarecrow, a heartless Tin man, and a courage-less Lion, who all travel to the Emerald City to ask the Wizard of Oz for the things they are missing - including a ride home for Dorothy.<br/><br/>While there, the Wizard tells them they're wish will be granted on the condition that they bring back the broom stick of the Wicked Witch of the West - how unfortunate that the Wicked Witch has it in for Dorothy!!<br/><br/>Starring the impressive Judy Garland as Dorothy, 'The Wizard Of Oz' has captured the hearts of millions for over 60 years, and will probably continue to for the next 60. (Followed by the darker sequel 'Return To Oz')"
"Tom Maroudas","Null","0","0","6 February 2000"," Lap up the rainbow
","This eternal gem of a film enters the digital revolution with ever-increasing appeal. Glowing healthier than ever before, this 1998 restoration seems to be the definitive version. The DVD format laps up the rainbow so wondrously that you might occasionally feel you're in Oz... As a perpetual lover of this film, I personally feel it has only improved with age. The original three-strip Technicolor hues of the DVD release are now vibrantly restored to their former lustre. One must praise the work of the restorers who seem to have obliterated any vestiges of artefacts or impurities from the Master print. Technicians have also color corrected former garish shades to subtle and more realistic variations. The film looks so breathtakingly sharp and clean that you might stop and wonder if it was filmed late last year. It would be safe to say that audiences of 1939 could not possibly have viewed the film with such articulate clarity and definition. Never have I been so taken aback while viewing Dorothy's entrance from bleak sepia tones to Oz's gorgeously rich colors. Other versions I have seen of this transforming scene do not convey the fluidity of movement and color shade that only DVD at its best can offer. The sharpness of the print allows us more than ever to become Dorothy's companions along her magical quest. Thanks to modern technology, our generation is allowed the privilege in seeing this classic as it so rightly deserves. This special DVD release also comes with many extra treasures. A behind-the-scenes documentary by Angela Lansbury journeys the film's making, while vintage movie clips, cartoons, outtake musical numbers, cast interviews and much more will keep many a buff awake. A must have for anyone interested in great classics. Take my word for it!"
"BobLib","Null","0","0","24 November 1999"," Still a whiz of a ""Wiz"" all these years later!
","I thoroughly agree with the many who see 1939 as the single greatest year in the history of American Film. What other year can boast a list of successes, both critical and box office, on the order of: ""Gone with the Wind,"" ""Love Affair,"" ""Dark Victory,"" ""Juarez,"" ""The Roaring Twenties,"" ""The Hunchback of Notre Dame,"" ""Babes in Arms,"" ""Beau Geste,"" ""Mr. Smith Goes to Washington,"" ""Union Pacific,"" ""Goodbye, Mr. Chips,"" ""Wuthering Heights,"" ""Drums Along the Mohawk,"" and on and on? And one of the greatest of these is still ""The Wizard of Oz,"" probably the best family film ever made some sixty years after it was released.<br/><br/>This is a film where everything works. Most notably, there is the casting. With the possible exception of her ""Vicki Lester"" in ""A Star is Born,"" Judy Garland never had a better cinematic vehicle for her talents than right here. Even when one knows her history of personal and professional heartbreak, her Dorothy  Gale can still make believers of us all, while simultaneously causing us to regret what might have been had Louis B. Mayer stayed out of the pharmaceutical business. Ray Bolger brings his usual effortless charm to his best-known role, the Scarecrow. Jack Haley, Sr. rarely had a better vehicle for his understated brand of humor than the Tin Man. And the great Bert Lahr can still elicit his share of belly-laughs as the Cowardly Lion. Frank Morgan brings his usual dithery charm to Professor Marvel/The Wizard. And, Finally, Margaret Hamilton can still elicit a good old-fashioned scare in the role that would make her immortal, the Wicked Witch of the West. Interestingly, in real life, everybody who knew her had only the nicest of things to say about her. A single mother at a time when such things were less common than they are now, she was, by all accounts, a loving Mom to her only child, journalist Hamilton Maserve.<br/><br/>Now to the technical end of things. If Harold Arlen and Yip Harburg had written the score to ""Oz"" and nothing else, that alone would have put them among the immortals. A. Arnold ""Buddy"" Gillespie's special effects were state of the art for that age, and how they could have lost the Oscar to ""Suez""  is beyond me. Harold Rossen's camerawork makes it all come alive, like a dream come to life. But the biggest suprise is the director. Victor Fleming was best known as a dramatic director (""The Virginian,"" ""Red Dust,"" ""Test Pilot"") whose one previous attempt at a musical, ""Reckless,"" with Jean Harlow, was a high-budget bomb. This, however, doesn't prepare one for his work on ""Oz,"" in which he captures the sense of fantasy, whimsey, and, yes, menace, in a way no other director probably could. He would win the Best Director Oscar that year, not for ""Oz"" but for ""Gone with the Wind.""<br/><br/>In short, ""Oz"" was, is, and always will be a delight, due both to its charming story and the dedicated team of professionals who made sure that ""dreams really do come true."""
"Southpaw-9","Null","0","0","23 August 1999"," Not just for kids
","For those of you who think this movie is purely kid-stuff - think again! Although most people see this movie by age 6, it is great fun for everyone. ""The Wizard of Oz"" boasts high production values and a timeless story based on the pre-eminent American fairytale by L. Frank Baum.  As Dorothy Gale, Judy Garland plays her most memorable role, and does a fine job.  Bert Lahr also deserves accolades for his comedic performance as the Cowardly Lion. ""The Wizard of Oz"" is ablaze with color, and luxurious sets from the Art Deco splendor of the Emerald City, to the brilliantly colorful Munchkinland. ""The Wizard of Oz"" is move-making in it's prime.  Go see it as soon as possible."
"BratBoy-2","Null","0","0","9 July 1999"," Where troubles melt like lemon drops...
","Ever since I was a little kid, I remember The Wizard of Oz being my favorite movie. I always wanted to go ""over the rainbow"" and have exciting adventures, what kid wouldn't? This movie grips you as a kid with its fantasy and remains in your mind as an adult. As an adult (or whatever ;)), I still love this movie. It's a great movie with good songs, neat-o characters, and that simple message that ""There's no place like home."" From the beginning, the movie takes a hold on you and never lets go. It never stops moving until Dororthy gets back to Kansas and find out that ""it's only a dream."" For me, the best movies are those you remember throughout your life, no matter where you are or what you're doing. Also, I think a good movie should keep your interest from beginning to end. For me, The Wizard of Oz succeeds at both of these. It makes you laugh, cry, all that stuff. It's like visiting an old friend you haven't seen in a while and I think that's what kind of feeling you should get from your favorite movie."
"pixlewood","1","28","142","23 July 2002"," awful
","Possibly the most ludicrous and terrible film ever made, I am shocked as to how people found the ridiculous, predictable and boring plot so appealing. The fact that it has managed to get into the top 100 movies of all time speaks volumes of how little people understand or appreciate movies of the 1930's."
"jackbenimble","1","21","103","24 October 2009"," Stop being sick on my face
","I watched this back in the day when I was single digits and it went in one ear and out the other. I couldn't remember anything about it except the tornado sequence. I watched it again in my 20's and 30's mainly at Xmas as you're forced to at that time. Still I couldn't understand all the fuss. Now, nearly 50 years old I can categorically state this film is aWFul. Yes, it is like a dream, a forgettable one and as a fantasy more like a bad acid trip. There is nothing 'heart warming' about it. Those that find that must be psychopathic. The acting is flat, including the 'famous' Judy Garland and the more she and the other stars over-act the flatter it becomes. None of the characters are likable or interesting and the whole experience is like someone being sick on your face. The fairy from the north is more ugly and disgusting than the wicked witch of the east and the dog Toto out acts them all. The only good part was when the tree slapped Dorothy for pinching an apple. THAT was the only cool thing in it. And that only probably 'cause you wanna slap her yourself for being such a precocious non starter"
"gaurinathan","2","7","26","5 April 2016"," What is this?
","It is psychotic that so many people think it is the best movie ever, but this shows what's going on in the world. People go crazy on that mass hypnosis. Combine glamor to cult and make believe it has some real value. Not that this picture is very glamorous, granted. It's merely insane and ""predictable"" is not even the word. This is bad. But you like it because you have been successfully brainwashed. Some say the acting of the bad witch was the only thing that possessed some quality, but I thought she was merely failing to act. Interesting phenomenon this cult movie propelling ""Oz"" into Technicolor. It's very disappointing. Very bad for children. Forgettable for grown-ups. An unsuccessful attempt at defining anything. Cheers!"
"Angry_Arguer","Null","3","8","27 April 2004"," Potential Blasphemy
","I am currently having a hard time with many so-called ""classics.""  First with 'Jaws' I noticed the sloppy editing.  Then, with 'Double Indemnity', I observed how Barbara Stanwyck has no sex appeal and only Robinson did anything right.<br/><br/>This is your only spoiler warning...<br/><br/>Here I was particularly disappointed.  This is not the layered work of 'Alice', though it is a dream, but rather it's an ancestor to 'Terminator 2.'  Just as 'T2' is totally constructed around action, this revolves around music...and it isn't even good listening.<br/><br/>With ""classics,"" the common phrase I hear in circles is ""good for its day."" In case they didn't notice: this is 2004, not 1939.  There's a 65-year difference and, excuse me while I build a time machine, this does not hold up.  If viewers are so hung up on nostalgia for times they didn't experience, what can be said of the future of film?<br/><br/>As with 'Star Wars' we have a totally political battle or, more accurately, a musical 'Lord of the Rings', how ironic.  Worst of all, there is no surrealism of a dream world, only the artificial sights (and sounds) of the munchkins and Emerald City.  Shallow stage musicals were never so celebrated as here.<br/><br/>I lived in Kansas for two years and, by golly, the rest of the world loves rubbing this in their faces.  The population there either loves or hates this, no middle ground.<br/><br/>One thing was done right: Judy.  Despite our consistent wondering of how a 17-year-old could be so daft, we love her.  That's at least one element that the follow-up didn't understand.  Other than that, shallow frames with flying primates.<br/><br/>Final Analysis = = Cinematic Dud"
"Riddler2","1","11","50","1 March 2015"," Most overrated movie ever!
","Mary Poppins Who Framed Roger Rabbit The Sound of Music Shrek Back to the Future all timeless family movies they do not get enough credit but the Wonderful Wizard of Oz (More like the wonderfully bad Wizard of Oz) is loved by all not by me! For the millionth time Channel 4 showed the film on TV this afternoon and I just had to see if my opinion would change but OH NO certainly not! Now I loved this movie when I was tiny but then I just went with the adventure of it all, now just a pile of rubbish with a vomit inducing performance from Judy Garland vomit inducing! The most clich̩d story in the world and really poor visual effects I mean a yellow slab is the yellow brick road! I can understand the reasons why everyone loves this film because they watched it as a child and then had to show their children straight away do not I repeat DO NOT show this to children they will be scarred for life and it will be your own fault! The constant singing is just enough to drive anyone with a brain mad we're off to see the wizard is sung over and over again repeatedly with no sense of pacing or movement! Dorothy is really whiny and annoying after a while! The Wicked Witch has always terrified me and will scare any children who watch this! Just do not watch this pile of vomit inducing rubbish it is 76 years old now everyone has suffered through this pile of vomit inducing rubbish enough! There is a better Oz film out there Oz the great and powerful from Disney which does not even need to be compared to this vomit inducing rubbish!"
"camelot2302","7","4","13","11 November 2007"," An excellent film but pales in comparison to the Baum book!
","I finally watched ""Wizard of Oz"" last night, mostly motivated by the fact that I had just read the first two Oz books by L Frank Baum. I am always leery of anything made by Disney as they have a really annoying habit of changing the plot to suit themselves and this movie was no exception.<br/><br/>For example, the first 20 minutes of the movie is NOT in the book at all! The book starts with the house getting swept away by the tornado - so how come we have Judy Garland singing ""Over the Rainbow"" to her pet rat (sorry, dog)? Then we have that pointless steal the dog, Dorothy running away, Professor Marvel telling her her mother is ill....blah, blah. Get on with the story for Gods sake. Baum is probably turning in his grave by now.<br/><br/>And all the characters in Kansas appearing as characters in Oz! That is pure Disney invention! Again, NOT in the book! Sorry but I am a purist when it comes to book adaptations. I strongly feel that movie studios do not have the right to re-write books. Either follow the book or don't follow it at all.<br/><br/>When Dorothy finally gets to Oz, the movie starts to improve a great deal and things more or less follow the book (except all the singing which was obviously inserted for Garland's benefit).<br/><br/>Considering that this movie was made in 1939, you've got to accept in 2007 that things in the movie (such as special effects) are going to look very dated (I mean, it's obvious the witch is climbing down through a hole in the floor!!). Plus the backgrounds are so obviously fake (painted pieces of wood!). However, if you can get past all that, this is still an excellent movie to watch.<br/><br/>But nothing beats reading the original book."
"kenandraf","1","19","103","9 December 2001"," The best before but now....
","Very good children's musical/fantasy film that was incredible for it's time with regards to it's special effects and production.This movie has to be seen before one turns age 13 to truly get it's hypnotic and magical spell.Even today,this film has that effect on children.A living cartoon with give all performances by all the actors including every bit player extra in it.Garland showed her talents here and the song ""OVER THE RAINBOW"" is one of the best musical recordings of ALL TIME.If you are into children's book type fantasy stories and are forgiving of 1930's special effects,you will like this one for sure........."
"higeswhiskers","1","24","137","20 August 2005"," The most over-rated film of all time
","I cannot understand people's infatuation with this film. Come on people, The Wiz is better than this, and that had Michael Jacksn in it. Michael Jackson, people!<br/><br/>What's my problem with this? How everybody talks about it like it's the best movie on the planet. I watched it, I wasn't impressed. The lines were delivered alright, but just overall, I wasn't impressed. Sure, back in it's time, it might have been revolutionary . . . but I preferred Predator over this when I first saw Wiz of Oz back in 1995. Sorry, folks, not a lot of evidence to back-up my opinion, but my brain hurts just thinking of this terrible piece of garbage. The only part I liked was when the credits started rolling!<br/><br/>My rating: 1/10"
"Innsmouth_Apprentice","6","3","9","27 August 2014"," Has a good message underneath the darker stuff.
","On the surface, The Wizard of Oz is a very dark and twisted tale. Dorothy the protagonist lives in the country, surrounded by corruption (for example, a mean-spirited local woman has relatives in high places, thanks to which she easily gets the local judge to sign off on an order to put down Dorothy's adorable dog Toto), crime (when Dorothy runs off to save Toto, she doesn't get more than a few miles from her house before coming across a vagrant who tries to rob her, and would've probably tried worse if the weather hadn't suddenly kicked up), and frequent natural disasters in the form of twister tornadoes. It's pretty much Hell on Earth, and it's no wonder that Dorothy is desperate to leave this dreadful place, to which effect she sings a very moving song in the beginning. <br/><br/>Then a development occurs which seems at first to be fortunate - Dorothy flies to the magical land of Oz, using her house as air transport. Well, the development quickly turns dubious, since Dorothy marks her arrival to Oz by killing the regional supervisor - the Wicked Witch of the East. <br/><br/>The local population called the Munchkins, strangely afflicted by mass stunted growth, goes ape with joy over this fact. Now, such shameless celebration of anyone's death is suspect to me. Moral people don't revel in murder so much, especially when it's a local official who is killed. But then I got to thinking: maybe this Witch had some genetic experiments going on in the area. That would explain why all the Munchkins are so underdeveloped physically. So I suppose that killing her was the right thing. When a foreign dictator flies so far off the rocker, you ice the barbaric scum. Sometimes Gandhi's methods don't work so well.<br/><br/>Anyway, at this point the movie starts to purposely mess with your head. Dorothy suddenly wants more than anything to go back home. Well, ""a"", we were led to believe that what she'd wanted most of all was an adventure. Now that she's got her wish, however, she just wants to return home. And ""b"", did she forget that they'll kill Toto once she comes back? Apparently so! That annoyed me extremely, because Toto was my favorite character in the entire romp. This dog was cute, and didn't blab much, unlike the other characters who seemingly did nothing else but whine about their problems. <br/><br/>That's basically the only type of people/beings that Dorothy gets to join her when she marches to Emerald City to get a ticket home - whiners looking for handouts. There's Scarecrow - a kind of field-based bird-bouncer who wants to magically gain cleverness. Obviously going the way of persistent studying and mental training doesn't even occur to him. Then there's Tin Man - a case of artificial intelligence gone completely haywire. He was designed for cutting wood, but must've short-circuited in a few places while rusting under the open sky, or maybe the reason his owner ditched him in the first place was because of programming defects... Anyway, now Tin Man is obsessed with obtaining a living heart, on the wild assumption that this will make him more emotionally complete. Consider the difficulty of obtaining a living heart - donor? stem cell technology? If it's genetic know-how he's after, the Wicked Witches seem to have that covered, what with the Munchkins and winged monkeys and all, so he'd be better off seeking audience with them, not some ""Wizard"" they know nothing about. Consider also the difficulty of fusing a living human heart with a metal robot. Finally, the entire endeavor is useless in principle - emotions come from the brain, not the heart. But the most ridiculous part of this is that the guy is already emotional like you wouldn't believe! All he ever does is cry. <br/><br/>Finally, the third minion Dorothy gains in her journey is Cowardly Lion, who is, frankly, a bouquet of psychological disorders. He is a bully, a narcissist, a neurotic, and has megalomaniacal tendencies to boot. Plus I find it rather strange that a flamboyant fellow like Lion absurdly has the mannerisms of an alcoholic dock worker.<br/><br/>All these freaky folks go to beg the ""Wizard"" for a handout that will solve their lives' problems. The only real ""adventure"" they encounter before getting to the Wizard is a poppy field. They become very sedated, well, the biological organisms among them do, but have no fear! The ""good fairy"" flies by and sprinkles some white powder on them, and they spring right back up and practically sprint to the Emerald City, singing on the way. You can see that all these indulgences have their effect, though - the characters have severe hallucinations while in the city. For example, one of the horses keeps changing colors.<br/><br/>Do you see what I mean by ""dark""? At this point I was becoming somewhat depressed by all the immorality. But luckily, towards the end the movie actually becomes much better, and teaches the viewer several very important lessons: 1. In this world, external attributes and illusory things are at least as important than actual inner qualities, and sometimes more so. The Wizard uses a college diploma, among other things, to demonstrate this, because, indeed, in our society a useless piece of paper like that will open at least as many doors for a straw-brained guy like Scarecrow as actual mental ability. 2. It teaches people to be realistic. The land of Oz turns out to be just a fleeting fantasy that Dorothy had. The movie thereby says, and rightly so, that you should accept reality for what it is, and then work to change your circumstances - not wish for magical freebies. Consequently, I'd even say that there's a strong anti-religious message here, and for that alone, I forgive Oz all of its apparent flaws."
"hotwheelerd","10","2","5","17 August 2019"," PLEASE READ THIS ALL FILM LOVER'S.
","Ok to all Film LOVER'S I am a GIANT FILM LOVING PERSON.
TO HOLLYWOOD AND EVERYONE PLEASE
""DO NOT REMAKE THIS MASTERPIECE""
This is One of the BEST FILM'S ever made. It was Made in 1939. WE ARE TALKING LIKE 80 YEARS AGO.
Look how that FILM turned out then. It was AWESOME. That came out a TRUE MASTERPIECE.
IF YOU REMAKE THIS FILM YOU WILL DISTRO IT.
LEAVE THIS FILM ALONE PLEASE.
It's Not about the Money. People put HEART into this Film. My GOD that Film even Today is STILL ONE OF THE MOST WATCHED FILM'S.
I don't think I meet anyone that had NOT watched this Film. It be at School, Home, Grandparents, they WATCHED it some were.
This is The Most watched Film's in History. This Film is Beautiful I am a 47 Year Old Man and it is in my Top 10 Film's. The Music everything was AWESOME."
"Seraphion","6","2","5","21 November 2015"," A real classic with strong legacy all over the popular culture
","The story is surely a classic of a family adventure fantasy movie. It doesn't have many twists and the dialog isn't that complicated. These things help the movie to be easily comprehended by kids of all ages and from all generations. This movie becomes timeless due to those factors. But I have to admit that this movie doesn't really serve my personal taste, even for a family movie. I see the acting as to inflated, making the movie enjoyable for kids exclusively while the older viewers can only find interest in the story as a whole. The acting is quite a standard work for me as all the characters looked like they kind of overdo their roles."
"sushifish55","7","2","5","10 March 2011"," Wait a minute!
","So they all make it back to the wizard having defeated the Wicked Witch of the West. Thanks to Toto they find out the Wizard's just an ordinary man. He bestows open the Tin Man, Scarecrow, and Cowardly Lion their respective trophies to show them they had what they were searching for all along and offers to bring Dorthy home in his hot air balloon. As they are taking off Toto jumps out and Dorthy cases after him so they miss the ride but the good which appears and said she could go home all along by clicking her heels together and wishing to go home. I don't know why the bitch, excuse me witch didn't tell her sooner. I mean it's like she's having Dorthy be her hit-man, killing all the other witches so she can rule Oz with a cotton-candy fist. Anyways Dorthy awakes at home in her bed and realizes that the only place she ever wants to be is with her family at home. What a happy ending... wait a minute I feel like we're forgetting something... that's right Toto is still going to die! Everything that happened here is because Toto bit Miss Gulch and she's going to have the sheriff put him down! To me this is just to big of a plot hole to have. Did they think no one would really notice so they just left the issue unresolved? It seems like Miss Gulch isn't the type of person who'd let this go either. So for me this happy ending was soured by the fact that relatively soon Toto's going to be brought out back and shot. The last thought I had during the film was, ""I hope you've had a fun last day in Oz Toto because your about to take one final trip to the great beyond."""
"Michael_Elliott","Null","2","5","14 July 2009"," Timeless Classic
","Wizard of Oz, The (1939) <br/><br/>**** (out of 4)<br/><br/>One of the most popular films ever made is also one I haven't watched in many, many years. I must be honest and say that I never really understood all the hype surrounding this movie when I was young but finally seeing it as an adult made me appreciate it a lot more. Everyone knows the story so there's no point in going over it again but after this viewing I must come full circle and say I understand why this film is so loved and why it remains so popular even when classic movies aren't. I guess what really stuck out to me the most this time around was the brilliant look at the movie, which jumps off the screen unlike many other movies. The Technicolor is downright brilliantly used and the imagination of the colors is so remarkable that it's quite easy to forget you're watching a movie. The trip down the Golden Brick Road brings forward various designs and they are all remarkably done that it's still quite amazing to see them all put to use in one movie. The performances are also excellent with Garland taking most of the fame from the film. There's certainly nothing wrong with that because she is excellent in the film be it her singing or her acting but to me the real highlight of the movie is the supporting cast. Ray Bolger as the Scarecrow and Bert Lahr as the Cowardly Lion are the ones who really stick out. The way they deliver their lines and make their characters come to life is why this film still holds up so well. The two of them really make the fantasy aspect of what's going on appear so real. Jack Haley, Frank Morgan and Margaret Hamilton are great as well. Another aspect is the actual story itself, which MGM seemed to really capture perfectly. This story had been filmed countless times in the silent era and also as recently as 1925 but the studio taking the story and what it could contain and putting it on a new level is certainly unforgettable. I also think the early sepia tone scenes in Kansas are also very important and set up what's going to follow very well. Then, of course, there are the music numbers, which I'm pretty sure at least half of everyone alive knows quite well. The musical numbers are all excellent and deserve their reputation of being some of the greatest ever written."
"graham-angie","Null","2","5","25 December 2007"," I saw the guy climb the Dollie
","I was reading the goofs, well at the end of the sequence where they find the tin man and then they go skipping down the yellow brick road in the new Digitally remastered versions that is a large bird spreading his wings in the tree and you don't see the back ground, but you get an old tape, on that isn't DIGITALLY REMASTERED and the shadow of the man is very plain pulling on a rope and running up a Dolley then swinging out. And Yeah the big bird is still spreading his wings in the tree. I saw that guy when I watched the Wizard of Oz for the first time as an adult. I remember commenting ""Hey they caught one of the crew in the back ground."" A few years ago we were talking about it a family gathering some of us had not seen the guy hang himself. We borrowed my cousin's tape and sure enough there was the guy hanging himself in the background behind the big curtain scenery. We played it over and over even in slow motion. And Yeah the big bird was spreading his wings in the tree. When I got home I bought a new Tape of The Wizard of Oz and the bird was there but the man had been digitally removed. Check out an old tape of the Wizard of Oz, probably one from the 80's he'll be there."
"Pedro_H","7","2","5","17 February 2004"," Campy fairy tale that is strangely heavy-handed.
","A whirlwind hits Kansas and carries a young girl in to a strange and mystical world.<br/><br/>One of those products that you feel slightly stupid reviewing, but I guess a new audience for it is born every minute. Also it a good example of a book and film that, while joined at the hip, are also very different products. The book is light, throwaway and fun while the film gets very heavy and morose almost like a horror movie. Very strange for a film aimed at children.<br/><br/>Judy Garland's life was one big rollercoaster ride from beginning to end and seemed to  involve an unfruitful search for happiness through people, produce and drugs. How apt that her most famous film should also feature a similar journey and how sad that while reading the script she could not take on the moral: That happiness comes from within and that life is what you make of it. <br/><br/>Garland's talent was (and remains through film) immense. What a pair of lungs and what vocal control. A freak of nature that was plucked from nowhere, exploited and then thrown away by the studio system. She died young, but she had lived her show business life already and had no role left to play other than sing to ever dwindling gay audiences. Oz maybe a cruel place at times, but it is no more cruel than the real world it apes.<br/><br/>Here we have main characters that are in search of change, but they are living in a ""cast"" society in which function seems given by the state. Maybe I am thinking too literally, but how does Oz go round? Who paints the road yellow - and why? A road doesn't have to be completely painted to be followed and why brick, very expensive way to pave a road! Maybe examples of how nonsense stands out more in films.<br/><br/>Maybe they thought that making this a musical would make it lighter and more fun. But it doesn't really work that way. Fun song and dance is one thing, but this hardly taking away the sense of danger and threat. Wicked witches are killers (or at least potential killers) so how can they be taken lightly or in jest? What is being demonstrated is that making the written page literal goes beyond the original intent. Children are meant to be slightly scared - not petrified as they would be watch this film.<br/><br/>Legends have grown up around this film in production. From colour difficulty to the parties that the ""little people"" threw after filming was done for the day. I am sure most of them are myths and besides, I am sure there is partying and sex after the end of most day's filming on most films.<br/><br/>
In the Wizard of Oz we are transported to a strange world with great performances from all the leads, especially Garland who has to carry the weight of this giant production on her shoulders. I feel for her, where else is a child (or near child) expected to carry such responsibility but in show business? I guess the only world stranger than Oz is the world of show business. <br/><br/>PS Do I get a cookie for not mentioning Over The Rainbow once in the main review?"
"villani","Null","2","5","14 May 2002"," the childhood lessons make this a classic
","The Wizard of Oz offers a variety of messages, both beneficial and detrimental. The film still captures the imagination after over fifty years because of its fantastic images, and dazzling Technicolor, but much of its worth lies within the actual story. The film begins in the bleak and dreary Kansas that is Dorothy's home. She wants to go over the rainbow, a dream world where she follows a bright sunshiny road, at the end of which all of her problems will be solved. She sings and makes friends, and it is so wonderful that she even walks on jewels. But in the end, no one can help her, as the Wizard of Oz is a fraud. Her dream is crushed and she has to say goodbye to friends. She returns to Kansas realizing there is no place better than home. The film presents a classic disappointment of childhood, realizing that dreams cannot compete with reality, and imparts a moral to appreciate what one has already. Literally, the grass is greener in Oz, but Dorothy has her family and friends and love at home, and that should be enough.<br/><br/>The film effectively discourages dreams and stifles creativity. After seeing all the horror and disappointment that Dorothy faces, children no longer want to travel down their own yellow brick road. Instead, the film encourages loyalty to home and family despite the neglect that Dorothy encounters. However, many children are told to stay out of the way and out of trouble, and the film teaches that no matter how busy one's parents are, they still love and care about their child. Perhaps this is why the Wizard of Oz has become a childhood classic. Children have fond memories of the film, especially if it is a family viewing experience. This persistent love is a reassuring message; the singing and dancing is not all that makes this a feel-good movie.<br/><br/>The lesson that the Wizard imparts to the road weary travelers is also twofold. When he gives the tin man his heart, he says that how much he loves is unimportant, but `how much he is loved by others' that matters. He repeats similar platitudes to the scarecrow and lion. Everything they lack is simply a matter of perception, and he emphasizes the opinion of others over their own. This detrimental lesson in self-doubt and the superficial nature of human merit can also be perceived quite differently. It is very reassuring to know that all four of the wanderers have within them all of the qualities they sought. Everyone feels that he lacks something on his way to self-actualization, and the film presents a highly individualistic message that anything one wants can be found within.<br/><br/>The Wizard of Oz is preoccupied with the transition between childhood and adulthood. Dorothy keeps forgetting that they are not in Kansas anymore. As she grows up, nothing is what she as she is accustomed to. She also takes responsibility for her actions, regretting she ran away and eager to return and care for her Auntie Em. During the passage, Dorothy has a negative realization that adults can't or don't need to make things right in the world. Aunt Em follows the law and lets Toto be taken, and the Wizard is a fraud. Dorothy can no longer rely on adults for help. She begins her journey in munchkin land, where she is physically and emotionally looked up to by the patrons for killing a wicked witch. She becomes a position of authority for each successive addition to her journey, helping the scarecrow stand, oiling the tin man, and soothing the lion's feelings. On the other hand, she makes true friends, assuring viewers that there are people one can rely on. They stand by Dorothy even when the witch threatens them, and risk themselves to help her. The message comes across most clearly when Dorothy defeats the witch in the battle between good and evil by simply being true to her friendship, trying to save the scarecrow from burning. In adulthood, she makes friends that are her equals, instead of looking up to a higher authority.<br/><br/>The Wizard of Oz lays out important lessons on the road to adulthood. It teaches children to live in reality instead of a fantasy dream world, and take responsibility for home and family and the issues that are right in one's backyard. There is an even balance between the importance of other people's opinions as and faith in oneself. Most importantly, Dorothy is taught to act like an adult. She relies on equals for help from the witch, and herself to return to Kansas. Perhaps this is because in the time it was made, the government could not help farmers out of their troubles. They needed to tend to their own yards and form cooperatives with their neighbors, not look to a higher authority. It is these timeless lessons that make the Wizard of Oz a classic film."
